# "C-13 APPENDIX - SINGLE YEAR AGE RETURNS BY RESIDENCE, SEX  AND LITERACY STATUS"
Table.Name,State.code,Dist.Code,Area.Name,Literate.Illiterate,Age,Persons.All,Males.All,Females.All,Persons.Rural,Males.Rural,Females.Rural,Persons.Urban,Males.Urban,Females.Urban
C3813A,17,00,Meghalaya,Illiterate,84,451,144,307,368,127,241,83,17,66
C3813A,17,00,Meghalaya,Illiterate,85,834,269,565,707,244,463,127,25,102
C3813A,17,00,Meghalaya,Illiterate,86,426,150,276,352,132,220,74,18,56
C3813A,17,00,Meghalaya,Illiterate,87,257,92,165,204,80,124,53,12,41
C3813A,17,00,Meghalaya,Illiterate,88,214,65,149,169,56,113,45,9,36
C3813A,17,00,Meghalaya,Illiterate,89,290,103,187,245,92,153,45,11,34
C3813A,17,00,Meghalaya,Illiterate,90,677,218,459,599,205,394,78,13,65
C3813A,17,00,Meghalaya,Illiterate,91,244,82,162,208,74,134,36,8,28
C3813A,17,00,Meghalaya,Illiterate,92,126,47,79,108,41,67,18,6,12
C3813A,17,00,Meghalaya,Illiterate,93,80,21,59,59,19,40,21,2,19
C3813A,17,00,Meghalaya,Illiterate,94,109,43,66,97,41,56,12,2,10
C3813A,17,00,Meghalaya,Illiterate,95,173,57,116,144,51,93,29,6,23
C3813A,17,00,Meghalaya,Illiterate,96,123,45,78,108,43,65,15,2,13
C3813A,17,00,Meghalaya,Illiterate,97,81,30,51,71,26,45,10,4,6
C3813A,17,00,Meghalaya,Illiterate,98,93,33,60,85,32,53,8,1,7
C3813A,17,00,Meghalaya,Illiterate,99,90,40,50,79,36,43,11,4,7
C3813A,17,00,Meghalaya,Illiterate,+100,396,168,228,357,152,205,39,16,23
C3813A,17,00,Meghalaya,Illiterate,-1,2019,1029,990,1896,977,919,123,52,71
C3813A,18,00,Assam,Literate,101,19177977,10568639,8609338,15685436,8706193,6979243,3492541,1862446,1630095
C3813A,18,00,Assam,Literate,0,0,0,0,0,0,0,0,0,0
C3813A,18,00,Assam,Literate,1,0,0,0,0,0,0,0,0,0
C3813A,18,00,Assam,Literate,2,0,0,0,0,0,0,0,0,0
C3813A,18,00,Assam,Literate,3,0,0,0,0,0,0,0,0,0
C3813A,18,00,Assam,Literate,4,0,0,0,0,0,0,0,0,0
C3813A,18,00,Assam,Literate,5,0,0,0,0,0,0,0,0,0
C3813A,18,00,Assam,Literate,6,0,0,0,0,0,0,0,0,0
C3813A,18,00,Assam,Literate,7,511214,261407,249807,449544,229563,219981,61670,31844,29826
C3813A,18,00,Assam,Literate,8,589968,302423,287545,523853,268426,255427,66115,33997,32118
C3813A,18,00,Assam,Literate,9,550585,280371,270214,485847,247165,238682,64738,33206,31532
C3813A,18,00,Assam,Literate,10,654408,338524,315884,579040,299240,279800,75368,39284,36084
C3813A,18,00,Assam,Literate,11,576530,294979,281551,504631,257970,246661,71899,37009,34890
C3813A,18,00,Assam,Literate,12,658654,339100,319554,581813,299299,282514,76841,39801,37040
C3813A,18,00,Assam,Literate,13,592819,301717,291102,519770,264257,255513,73049,37460,35589
C3813A,18,00,Assam,Literate,14,594143,304354,289789,518719,265595,253124,75424,38759,36665
C3813A,18,00,Assam,Literate,15,586585,306678,279907,510666,267500,243166,75919,39178,36741
C3813A,18,00,Assam,Literate,16,543843,290029,253814,469282,251334,217948,74561,38695,35866
C3813A,18,00,Assam,Literate,17,457505,247841,209664,385915,210461,175454,71590,37380,34210
C3813A,18,00,Assam,Literate,18,573124,305398,267726,488281,261151,227130,84843,44247,40596
C3813A,18,00,Assam,Literate,19,456588,230057,226531,381952,192709,189243,74636,37348,37288
C3813A,18,00,Assam,Literate,20,575336,286977,288359,485853,242708,243145,89483,44269,45214
C3813A,18,00,Assam,Literate,21,423976,215589,208387,348940,178145,170795,75036,37444,37592
C3813A,18,00,Assam,Literate,22,499088,258197,240891,414723,215565,199158,84365,42632,41733
C3813A,18,00,Assam,Literate,23,402629,210572,192057,328403,172979,155424,74226,37593,36633
C3813A,18,00,Assam,Literate,24,407634,214261,193373,330292,175434,154858,77342,38827,38515
C3813A,18,00,Assam,Literate,25,572017,291057,280960,476631,244489,232142,95386,46568,48818
C3813A,18,00,Assam,Literate,26,434767,228900,205867,355187,189263,165924,79580,39637,39943
C3813A,18,00,Assam,Literate,27,365078,198513,166565,293434,162107,131327,71644,36406,35238
C3813A,18,00,Assam,Literate,28,421941,228567,193374,341167,187513,153654,80774,41054,39720
C3813A,18,00,Assam,Literate,29,301775,163018,138757,238572,130665,107907,63203,32353,30850
C3813A,18,00,Assam,Literate,30,558761,298313,260448,457411,247523,209888,101350,50790,50560
C3813A,18,00,Assam,Literate,31,297005,162789,134216,234442,130445,103997,62563,32344,30219
C3813A,18,00,Assam,Literate,32,321417,178257,143160,252899,142884,110015,68518,35373,33145
C3813A,18,00,Assam,Literate,33,233534,131234,102300,182179,104327,77852,51355,26907,24448
C3813A,18,00,Assam,Literate,34,250823,139845,110978,192706,109647,83059,58117,30198,27919
C3813A,18,00,Assam,Literate,35,505418,281854,223564,405913,231022,174891,99505,50832,48673
C3813A,18,00,Assam,Literate,36,304303,171174,133129,239344,137680,101664,64959,33494,31465
C3813A,18,00,Assam,Literate,37,213560,122070,91490,162539,95221,67318,51021,26849,24172
C3813A,18,00,Assam,Literate,38,278533,159991,118542,213677,125442,88235,64856,34549,30307
C3813A,18,00,Assam,Literate,39,211805,123827,87978,158892,94912,63980,52913,28915,23998
C3813A,18,00,Assam,Literate,40,426475,251429,175046,337238,202563,134675,89237,48866,40371
C3813A,18,00,Assam,Literate,41,210300,126593,83707,158430,97727,60703,51870,28866,23004
C3813A,18,00,Assam,Literate,42,210445,128410,82035,154957,97359,57598,55488,31051,24437
C3813A,18,00,Assam,Literate,43,146287,89500,56787,105193,66453,38740,41094,23047,18047
C3813A,18,00,Assam,Literate,44,149600,90963,58637,109131,68119,41012,40469,22844,17625
C3813A,18,00,Assam,Literate,45,342641,205679,136962,266062,163557,102505,76579,42122,34457
C3813A,18,00,Assam,Literate,46,181459,111273,70186,135826,85747,50079,45633,25526,20107
C3813A,18,00,Assam,Literate,47,128516,80027,48489,91728,58927,32801,36788,21100,15688
C3813A,18,00,Assam,Literate,48,170723,107633,63090,124996,81046,43950,45727,26587,19140
C3813A,18,00,Assam,Literate,49,127455,80818,46637,91627,59680,31947,35828,21138,14690
C3813A,18,00,Assam,Literate,50,275385,170646,104739,212164,134109,78055,63221,36537,26684
C3813A,18,00,Assam,Literate,51,127750,82691,45059,93715,62051,31664,34035,20640,13395
C3813A,18,00,Assam,Literate,52,111737,74141,37596,79207,54170,25037,32530,19971,12559
C3813A,18,00,Assam,Literate,53,78157,52435,25722,53220,36801,16419,24937,15634,9303
C3813A,18,00,Assam,Literate,54,86432,56303,30129,59324,39683,19641,27108,16620,10488
C3813A,18,00,Assam,Literate,55,185258,116951,68307,141999,91810,50189,43259,25141,18118
C3813A,18,00,Assam,Literate,56,99050,65569,33481,72730,49578,23152,26320,15991,10329
C3813A,18,00,Assam,Literate,57,60612,41312,19300,41546,29271,12275,19066,12041,7025
C3813A,18,00,Assam,Literate,58,74757,50857,23900,53353,37579,15774,21404,13278,8126
C3813A,18,00,Assam,Literate,59,65764,44149,21615,46777,32402,14375,18987,11747,7240
C3813A,18,00,Assam,Literate,60,169617,108097,61520,132824,87434,45390,36793,20663,16130
C3813A,18,00,Assam,Literate,61,75674,50521,25153,56471,38938,17533,19203,11583,7620
C3813A,18,00,Assam,Literate,62,59386,40219,19167,42456,29894,12562,16930,10325,6605
C3813A,18,00,Assam,Literate,63,41855,29121,12734,28482,20663,7819,13373,8458,4915
C3813A,18,00,Assam,Literate,64,43293,29050,14243,30499,21285,9214,12794,7765,5029
C3813A,18,00,Assam,Literate,65,111933,72903,39030,87828,59468,28360,24105,13435,10670
C3813A,18,00,Assam,Literate,66,49596,33722,15874,37398,26408,10990,12198,7314,4884
C3813A,18,00,Assam,Literate,67,29110,20542,8568,20415,15038,5377,8695,5504,3191
C3813A,18,00,Assam,Literate,68,31871,22063,9808,22422,16311,6111,9449,5752,3697
C3813A,18,00,Assam,Literate,69,28826,20085,8741,20776,15110,5666,8050,4975,3075
C3813A,18,00,Assam,Literate,70,82619,57183,25436,65674,47447,18227,16945,9736,7209
C3813A,18,00,Assam,Literate,71,32594,23280,9314,24755,18404,6351,7839,4876,2963
C3813A,18,00,Assam,Literate,72,21800,15964,5836,15484,11917,3567,6316,4047,2269
C3813A,18,00,Assam,Literate,73,13945,10285,3660,9332,7292,2040,4613,2993,1620
C3813A,18,00,Assam,Literate,74,14864,10671,4193,10114,7675,2439,4750,2996,1754
C3813A,18,00,Assam,Literate,75,38375,27325,11050,29408,22133,7275,8967,5192,3775
C3813A,18,00,Assam,Literate,76,17398,12525,4873,12677,9743,2934,4721,2782,1939
C3813A,18,00,Assam,Literate,77,8969,6604,2365,6102,4778,1324,2867,1826,1041
C3813A,18,00,Assam,Literate,78,10134,7330,2804,6811,5257,1554,3323,2073,1250
C3813A,18,00,Assam,Literate,79,8647,6132,2515,5947,4548,1399,2700,1584,1116
C3813A,18,00,Assam,Literate,80,22967,16076,6891,17745,13222,4523,5222,2854,2368
C3813A,18,00,Assam,Literate,81,9333,6647,2686,7001,5274,1727,2332,1373,959
C3813A,18,00,Assam,Literate,82,6024,4367,1657,4247,3252,995,1777,1115,662
C3813A,18,00,Assam,Literate,83,4064,2851,1213,2773,2079,694,1291,772,519
C3813A,18,00,Assam,Literate,84,4395,3062,1333,3065,2259,806,1330,803,527
C3813A,18,00,Assam,Literate,85,9177,6404,2773,6988,5197,1791,2189,1207,982
C3813A,18,00,Assam,Literate,86,4410,3079,1331,3229,2374,855,1181,705,476
C3813A,18,00,Assam,Literate,87,2472,1672,800,1687,1233,454,785,439,346
C3813A,18,00,Assam,Literate,88,2300,1578,722,1671,1202,469,629,376,253
C3813A,18,00,Assam,Literate,89,2133,1397,736,1555,1073,482,578,324,254
C3813A,18,00,Assam,Literate,90,5727,3786,1941,4557,3163,1394,1170,623,547
C3813A,18,00,Assam,Literate,91,2652,1778,874,2107,1469,638,545,309,236
C3813A,18,00,Assam,Literate,92,1876,1183,693,1453,937,516,423,246,177
C3813A,18,00,Assam,Literate,93,1429,896,533,1086,702,384,343,194,149
C3813A,18,00,Assam,Literate,94,1615,1005,610,1274,803,471,341,202,139
C3813A,18,00,Assam,Literate,95,2846,1848,998,2279,1530,749,567,318,249
C3813A,18,00,Assam,Literate,96,1736,1163,573,1397,970,427,339,193,146
C3813A,18,00,Assam,Literate,97,1130,738,392,839,556,283,291,182,109
C3813A,18,00,Assam,Literate,98,1368,889,479,1067,716,351,301,173,128
C3813A,18,00,Assam,Literate,99,775,544,231,625,453,172,150,91,59
C3813A,18,00,Assam,Literate,+100,3220,2041,1179,2637,1727,910,583,314,269
C3813A,18,00,Assam,Literate,-1,11653,6751,4902,8539,4986,3553,3114,1765,1349
C3813A,18,00,Assam,Illiterate,101,12027599,5370804,6656795,11121598,4972796,6148802,906001,398008,507993
C3813A,18,00,Assam,Illiterate,0,548850,280888,267962,494493,252952,241541,54357,27936,26421
C3813A,18,00,Assam,Illiterate,1,626156,319440,306716,559937,285474,274463,66219,33966,32253
C3813A,18,00,Assam,Illiterate,2,669558,340330,329228,607304,308328,298976,62254,32002,30252
C3813A,18,00,Assam,Illiterate,3,691614,350169,341445,626584,316776,309808,65030,33393,31637
C3813A,18,00,Assam,Illiterate,4,676655,344095,332560,611992,311082,300910,64663,33013,31650
C3813A,18,00,Assam,Illiterate,5,724716,371004,353712,654072,334471,319601,70644,36533,34111
C3813A,18,00,Assam,Illiterate,6,700581,357559,343022,632941,322503,310438,67640,35056,32584
C3813A,18,00,Assam,Illiterate,7,226142,113382,112760,213677,107200,106477,12465,6182,6283
C3813A,18,00,Assam,Illiterate,8,144918,72232,72686,139245,69407,69838,5673,2825,2848
C3813A,18,00,Assam,Illiterate,9,96215,47968,48247,92018,45883,46135,4197,2085,2112
C3813A,18,00,Assam,Illiterate,10,111552,56599,54953,106250,53942,52308,5302,2657,2645
C3813A,18,00,Assam,Illiterate,11,73677,37199,36478,70193,35509,34684,3484,1690,1794
C3813A,18,00,Assam,Illiterate,12,86217,44376,41841,82479,42546,39933,3738,1830,1908
C3813A,18,00,Assam,Illiterate,13,70290,35318,34972,67088,33837,33251,3202,1481,1721
C3813A,18,00,Assam,Illiterate,14,73437,37215,36222,69783,35569,34214,3654,1646,2008
C3813A,18,00,Assam,Illiterate,15,86967,45788,41179,82642,43753,38889,4325,2035,2290
C3813A,18,00,Assam,Illiterate,16,83652,43951,39701,79562,42093,37469,4090,1858,2232
C3813A,18,00,Assam,Illiterate,17,70270,35916,34354,66479,34146,32333,3791,1770,2021
C3813A,18,00,Assam,Illiterate,18,117778,53488,64290,111822,50881,60941,5956,2607,3349
C3813A,18,00,Assam,Illiterate,19,92269,36343,55926,87490,34464,53026,4779,1879,2900
C3813A,18,00,Assam,Illiterate,20,154405,58135,96270,146265,55165,91100,8140,2970,5170
C3813A,18,00,Assam,Illiterate,21,99015,37261,61754,93782,35313,58469,5233,1948,3285
C3813A,18,00,Assam,Illiterate,22,133737,52443,81294,126787,49770,77017,6950,2673,4277
C3813A,18,00,Assam,Illiterate,23,101749,39407,62342,96565,37428,59137,5184,1979,3205
C3813A,18,00,Assam,Illiterate,24,111836,42738,69098,105993,40604,65389,5843,2134,3709
C3813A,18,00,Assam,Illiterate,25,221320,84369,136951,209563,80318,129245,11757,4051,7706
C3813A,18,00,Assam,Illiterate,26,145781,57466,88315,138502,54789,83713,7279,2677,4602
C3813A,18,00,Assam,Illiterate,27,110504,45165,65339,104509,42851,61658,5995,2314,3681
C3813A,18,00,Assam,Illiterate,28,143295,57501,85794,135790,54596,81194,7505,2905,4600
C3813A,18,00,Assam,Illiterate,29,98669,38486,60183,93155,36472,56683,5514,2014,3500
C3813A,18,00,Assam,Illiterate,30,262383,105376,157007,246673,99664,147009,15710,5712,9998
C3813A,18,00,Assam,Illiterate,31,114666,45919,68747,108607,43688,64919,6059,2231,3828
C3813A,18,00,Assam,Illiterate,32,118828,47179,71649,112048,44710,67338,6780,2469,4311
C3813A,18,00,Assam,Illiterate,33,79343,30434,48909,75113,28910,46203,4230,1524,2706
C3813A,18,00,Assam,Illiterate,34,93300,34901,58399,87432,32822,54610,5868,2079,3789
C3813A,18,00,Assam,Illiterate,35,284931,116301,168630,265597,109204,156393,19334,7097,12237
C3813A,18,00,Assam,Illiterate,36,149706,60030,89676,140922,56902,84020,8784,3128,5656
C3813A,18,00,Assam,Illiterate,37,86535,33119,53416,81369,31306,50063,5166,1813,3353
C3813A,18,00,Assam,Illiterate,38,124946,46811,78135,117360,44109,73251,7586,2702,4884
C3813A,18,00,Assam,Illiterate,39,100736,38502,62234,94138,36232,57906,6598,2270,4328
C3813A,18,00,Assam,Illiterate,40,310543,128505,182038,288537,120117,168420,22006,8388,13618
C3813A,18,00,Assam,Illiterate,41,125355,52045,73310,117741,49156,68585,7614,2889,4725
C3813A,18,00,Assam,Illiterate,42,105776,42150,63626,99017,39656,59361,6759,2494,4265
C3813A,18,00,Assam,Illiterate,43,66877,25553,41324,62838,24137,38701,4039,1416,2623
C3813A,18,00,Assam,Illiterate,44,79548,30315,49233,73966,28259,45707,5582,2056,3526
C3813A,18,00,Assam,Illiterate,45,276571,111657,164914,256596,104297,152299,19975,7360,12615
C3813A,18,00,Assam,Illiterate,46,122221,50448,71773,114564,47604,66960,7657,2844,4813
C3813A,18,00,Assam,Illiterate,47,66680,26862,39818,62478,25331,37147,4202,1531,2671
C3813A,18,00,Assam,Illiterate,48,99461,40092,59369,92983,37665,55318,6478,2427,4051
C3813A,18,00,Assam,Illiterate,49,79522,31592,47930,74104,29603,44501,5418,1989,3429
C3813A,18,00,Assam,Illiterate,50,264052,105904,158148,244918,98958,145960,19134,6946,12188
C3813A,18,00,Assam,Illiterate,51,98051,40720,57331,91868,38442,53426,6183,2278,3905
C3813A,18,00,Assam,Illiterate,52,63371,26016,37355,59120,24470,34650,4251,1546,2705
C3813A,18,00,Assam,Illiterate,53,38093,15438,22655,35628,14513,21115,2465,925,1540
C3813A,18,00,Assam,Illiterate,54,49335,17966,31369,45828,16797,29031,3507,1169,2338
C3813A,18,00,Assam,Illiterate,55,172820,64974,107846,160744,60846,99898,12076,4128,7948
C3813A,18,00,Assam,Illiterate,56,73598,28515,45083,68978,26943,42035,4620,1572,3048
C3813A,18,00,Assam,Illiterate,57,32370,12342,20028,30333,11604,18729,2037,738,1299
C3813A,18,00,Assam,Illiterate,58,43422,15732,27690,40683,14794,25889,2739,938,1801
C3813A,18,00,Assam,Illiterate,59,49174,17841,31333,45617,16714,28903,3557,1127,2430
C3813A,18,00,Assam,Illiterate,60,212455,76521,135934,196659,71613,125046,15796,4908,10888
C3813A,18,00,Assam,Illiterate,61,75948,27928,48020,71120,26418,44702,4828,1510,3318
C3813A,18,00,Assam,Illiterate,62,41690,14461,27229,38793,13623,25170,2897,838,2059
C3813A,18,00,Assam,Illiterate,63,23797,8127,15670,22183,7644,14539,1614,483,1131
C3813A,18,00,Assam,Illiterate,64,31983,10518,21465,29554,9827,19727,2429,691,1738
C3813A,18,00,Assam,Illiterate,65,132916,43842,89074,122886,41119,81767,10030,2723,7307
C3813A,18,00,Assam,Illiterate,66,49124,17001,32123,45763,16063,29700,3361,938,2423
C3813A,18,00,Assam,Illiterate,67,19217,6658,12559,17769,6242,11527,1448,416,1032
C3813A,18,00,Assam,Illiterate,68,22413,7239,15174,20841,6820,14021,1572,419,1153
C3813A,18,00,Assam,Illiterate,69,28636,9918,18718,26345,9259,17086,2291,659,1632
C3813A,18,00,Assam,Illiterate,70,133726,47662,86064,123139,44617,78522,10587,3045,7542
C3813A,18,00,Assam,Illiterate,71,43937,16242,27695,40850,15374,25476,3087,868,2219
C3813A,18,00,Assam,Illiterate,72,18772,6862,11910,17245,6409,10836,1527,453,1074
C3813A,18,00,Assam,Illiterate,73,10072,3665,6407,9255,3442,5813,817,223,594
C3813A,18,00,Assam,Illiterate,74,12948,4631,8317,11740,4290,7450,1208,341,867
C3813A,18,00,Assam,Illiterate,75,55472,19987,35485,50727,18711,32016,4745,1276,3469
C3813A,18,00,Assam,Illiterate,76,20193,7597,12596,18546,7155,11391,1647,442,1205
C3813A,18,00,Assam,Illiterate,77,7035,2624,4411,6389,2447,3942,646,177,469
C3813A,18,00,Assam,Illiterate,78,7940,2855,5085,7181,2671,4510,759,184,575
C3813A,18,00,Assam,Illiterate,79,10189,3620,6569,9266,3395,5871,923,225,698
C3813A,18,00,Assam,Illiterate,80,46875,16401,30474,42973,15408,27565,3902,993,2909
C3813A,18,00,Assam,Illiterate,81,15670,5806,9864,14479,5486,8993,1191,320,871
C3813A,18,00,Assam,Illiterate,82,5351,2026,3325,4861,1899,2962,490,127,363
C3813A,18,00,Assam,Illiterate,83,2962,1127,1835,2665,1045,1620,297,82,215
C3813A,18,00,Assam,Illiterate,84,3983,1469,2514,3516,1369,2147,467,100,367
C3813A,18,00,Assam,Illiterate,85,14326,5153,9173,12931,4823,8108,1395,330,1065
C3813A,18,00,Assam,Illiterate,86,5399,1917,3482,4899,1797,3102,500,120,380
C3813A,18,00,Assam,Illiterate,87,1787,640,1147,1612,592,1020,175,48,127
C3813A,18,00,Assam,Illiterate,88,1653,620,1033,1479,572,907,174,48,126
C3813A,18,00,Assam,Illiterate,89,2775,998,1777,2514,941,1573,261,57,204
C3813A,18,00,Assam,Illiterate,90,12856,4447,8409,11857,4233,7624,999,214,785
C3813A,18,00,Assam,Illiterate,91,4243,1484,2759,3943,1417,2526,300,67,233
C3813A,18,00,Assam,Illiterate,92,1359,540,819,1240,507,733,119,33,86
C3813A,18,00,Assam,Illiterate,93,798,310,488,721,299,422,77,11,66
C3813A,18,00,Assam,Illiterate,94,1091,418,673,992,394,598,99,24,75
C3813A,18,00,Assam,Illiterate,95,3903,1529,2374,3614,1465,2149,289,64,225
C3813A,18,00,Assam,Illiterate,96,1775,728,1047,1636,689,947,139,39,100
C3813A,18,00,Assam,Illiterate,97,716,316,400,647,293,354,69,23,46
C3813A,18,00,Assam,Illiterate,98,1077,434,643,970,404,566,107,30,77
C3813A,18,00,Assam,Illiterate,99,1325,532,793,1251,516,735,74,16,58
C3813A,18,00,Assam,Illiterate,+100,8002,3338,4664,7305,3067,4238,697,271,426
C3813A,18,00,Assam,Illiterate,-1,7171,3143,4028,6480,2866,3614,691,277,414
C3813A,19,00,West Bengal,Literate,101,61538281,33818810,27719471,39213779,21848197,17365582,22324502,11970613,10353889
C3813A,19,00,West Bengal,Literate,0,0,0,0,0,0,0,0,0,0
C3813A,19,00,West Bengal,Literate,1,0,0,0,0,0,0,0,0,0
C3813A,19,00,West Bengal,Literate,2,0,0,0,0,0,0,0,0,0
C3813A,19,00,West Bengal,Literate,3,0,0,0,0,0,0,0,0,0
C3813A,19,00,West Bengal,Literate,4,0,0,0,0,0,0,0,0,0
C3813A,19,00,West Bengal,Literate,5,0,0,0,0,0,0,0,0,0
C3813A,19,00,West Bengal,Literate,6,0,0,0,0,0,0,0,0,0
C3813A,19,00,West Bengal,Literate,7,1295010,661071,633939,923241,470006,453235,371769,191065,180704
C3813A,19,00,West Bengal,Literate,8,1520486,779865,740621,1110765,568207,542558,409721,211658,198063
C3813A,19,00,West Bengal,Literate,9,1479304,750865,728439,1073260,542849,530411,406044,208016,198028
C3813A,19,00,West Bengal,Literate,10,1791985,921164,870821,1298285,665837,632448,493700,255327,238373
C3813A,19,00,West Bengal,Literate,11,1581120,807505,773615,1136651,577872,558779,444469,229633,214836
C3813A,19,00,West Bengal,Literate,12,1773051,912548,860503,1294600,664154,630446,478451,248394,230057
C3813A,19,00,West Bengal,Literate,13,1646187,828683,817504,1201734,603211,598523,444453,225472,218981
C3813A,19,00,West Bengal,Literate,14,1700075,862359,837716,1235606,625464,610142,464469,236895,227574
C3813A,19,00,West Bengal,Literate,15,1696893,877955,818938,1220673,631850,588823,476220,246105,230115
C3813A,19,00,West Bengal,Literate,16,1621593,854727,766866,1155640,613691,541949,465953,241036,224917
C3813A,19,00,West Bengal,Literate,17,1470633,797552,673081,1024040,563116,460924,446593,234436,212157
C3813A,19,00,West Bengal,Literate,18,1867670,988111,879559,1312326,700455,611871,555344,287656,267688
C3813A,19,00,West Bengal,Literate,19,1480830,750383,730447,1016211,516617,499594,464619,233766,230853
C3813A,19,00,West Bengal,Literate,20,1826406,912094,914312,1257276,629647,627629,569130,282447,286683
C3813A,19,00,West Bengal,Literate,21,1363980,714843,649137,913814,483812,430002,450166,231031,219135
C3813A,19,00,West Bengal,Literate,22,1605252,850497,754755,1090329,585842,504487,514923,264655,250268
C3813A,19,00,West Bengal,Literate,23,1287409,685217,602192,851422,461360,390062,435987,223857,212130
C3813A,19,00,West Bengal,Literate,24,1323462,706181,617281,860682,469045,391637,462780,237136,225644
C3813A,19,00,West Bengal,Literate,25,1650625,846847,803778,1091384,569223,522161,559241,277624,281617
C3813A,19,00,West Bengal,Literate,26,1355436,719405,636031,874019,473754,400265,481417,245651,235766
C3813A,19,00,West Bengal,Literate,27,1152461,624504,527957,733058,406430,326628,419403,218074,201329
C3813A,19,00,West Bengal,Literate,28,1334938,719012,615926,843792,463337,380455,491146,255675,235471
C3813A,19,00,West Bengal,Literate,29,915018,486462,428556,547688,296774,250914,367330,189688,177642
C3813A,19,00,West Bengal,Literate,30,1678769,882721,796048,1052568,562223,490345,626201,320498,305703
C3813A,19,00,West Bengal,Literate,31,851851,455211,396640,509307,276684,232623,342544,178527,164017
C3813A,19,00,West Bengal,Literate,32,1086671,589341,497330,655186,362771,292415,431485,226570,204915
C3813A,19,00,West Bengal,Literate,33,788016,434774,353242,472666,267513,205153,315350,167261,148089
C3813A,19,00,West Bengal,Literate,34,838637,463336,375301,492476,279881,212595,346161,183455,162706
C3813A,19,00,West Bengal,Literate,35,1541954,833299,708655,946330,522420,423910,595624,310879,284745
C3813A,19,00,West Bengal,Literate,36,995572,539931,455641,605714,336868,268846,389858,203063,186795
C3813A,19,00,West Bengal,Literate,37,772509,426620,345889,463257,263393,199864,309252,163227,146025
C3813A,19,00,West Bengal,Literate,38,1009900,563628,446272,600359,345408,254951,409541,218220,191321
C3813A,19,00,West Bengal,Literate,39,706577,398682,307895,398490,232377,166113,308087,166305,141782
C3813A,19,00,West Bengal,Literate,40,1450042,831633,618409,870378,509641,360737,579664,321992,257672
C3813A,19,00,West Bengal,Literate,41,726228,420492,305736,425549,253787,171762,300679,166705,133974
C3813A,19,00,West Bengal,Literate,42,834458,493338,341120,480893,295799,185094,353565,197539,156026
C3813A,19,00,West Bengal,Literate,43,562792,332243,230549,321736,199070,122666,241056,133173,107883
C3813A,19,00,West Bengal,Literate,44,551487,322907,228580,305182,187098,118084,246305,135809,110496
C3813A,19,00,West Bengal,Literate,45,1190032,693498,496534,687501,414310,273191,502531,279188,223343
C3813A,19,00,West Bengal,Literate,46,663830,390012,273818,377304,231431,145873,286526,158581,127945
C3813A,19,00,West Bengal,Literate,47,493374,295632,197742,271100,171191,99909,222274,124441,97833
C3813A,19,00,West Bengal,Literate,48,667417,404579,262838,370379,236351,134028,297038,168228,128810
C3813A,19,00,West Bengal,Literate,49,439201,268422,170779,223713,145182,78531,215488,123240,92248
C3813A,19,00,West Bengal,Literate,50,979877,596749,383128,549077,349018,200059,430800,247731,183069
C3813A,19,00,West Bengal,Literate,51,496440,312575,183865,272440,181493,90947,224000,131082,92918
C3813A,19,00,West Bengal,Literate,52,498192,316247,181945,266773,180127,86646,231419,136120,95299
C3813A,19,00,West Bengal,Literate,53,350679,223697,126982,180963,123958,57005,169716,99739,69977
C3813A,19,00,West Bengal,Literate,54,362614,228299,134315,180111,122192,57919,182503,106107,76396
C3813A,19,00,West Bengal,Literate,55,725318,447655,277663,402521,261389,141132,322797,186266,136531
C3813A,19,00,West Bengal,Literate,56,435688,277382,158306,232330,157729,74601,203358,119653,83705
C3813A,19,00,West Bengal,Literate,57,286189,186219,99970,145083,101477,43606,141106,84742,56364
C3813A,19,00,West Bengal,Literate,58,341603,222463,119140,173732,121921,51811,167871,100542,67329
C3813A,19,00,West Bengal,Literate,59,249567,162017,87550,117042,82573,34469,132525,79444,53081
C3813A,19,00,West Bengal,Literate,60,595356,373935,221421,322609,217693,104916,272747,156242,116505
C3813A,19,00,West Bengal,Literate,61,291285,189896,101389,150704,106818,43886,140581,83078,57503
C3813A,19,00,West Bengal,Literate,62,270038,176170,93868,136364,96584,39780,133674,79586,54088
C3813A,19,00,West Bengal,Literate,63,192017,127608,64409,90148,65790,24358,101869,61818,40051
C3813A,19,00,West Bengal,Literate,64,186455,122306,64149,86865,62714,24151,99590,59592,39998
C3813A,19,00,West Bengal,Literate,65,430452,272440,158012,234276,160707,73569,196176,111733,84443
C3813A,19,00,West Bengal,Literate,66,217976,143668,74308,115250,82558,32692,102726,61110,41616
C3813A,19,00,West Bengal,Literate,67,145367,100063,45304,72595,54549,18046,72772,45514,27258
C3813A,19,00,West Bengal,Literate,68,158632,106076,52556,76450,56141,20309,82182,49935,32247
C3813A,19,00,West Bengal,Literate,69,118329,79265,39064,51020,37684,13336,67309,41581,25728
C3813A,19,00,West Bengal,Literate,70,297702,195319,102383,154187,111000,43187,143515,84319,59196
C3813A,19,00,West Bengal,Literate,71,132456,90518,41938,63787,47855,15932,68669,42663,26006
C3813A,19,00,West Bengal,Literate,72,121442,82433,39009,57083,42915,14168,64359,39518,24841
C3813A,19,00,West Bengal,Literate,73,78194,54483,23711,34407,26589,7818,43787,27894,15893
C3813A,19,00,West Bengal,Literate,74,74476,50734,23742,31692,24096,7596,42784,26638,16146
