# "C-13 APPENDIX - SINGLE YEAR AGE RETURNS BY RESIDENCE, SEX  AND LITERACY STATUS"
Table.Name,State.code,Dist.Code,Area.Name,Literate.Illiterate,Age,Persons.All,Males.All,Females.All,Persons.Rural,Males.Rural,Females.Rural,Persons.Urban,Males.Urban,Females.Urban
C3813A,09,00,Uttar Pradesh,Illiterate,54,372386,104556,267830,311646,85794,225852,60740,18762,41978
C3813A,09,00,Uttar Pradesh,Illiterate,55,1276816,487697,789119,1056982,412563,644419,219834,75134,144700
C3813A,09,00,Uttar Pradesh,Illiterate,56,437386,141184,296202,366067,118033,248034,71319,23151,48168
C3813A,09,00,Uttar Pradesh,Illiterate,57,266914,52256,214658,234764,43958,190806,32150,8298,23852
C3813A,09,00,Uttar Pradesh,Illiterate,58,646587,103390,543197,582118,89495,492623,64469,13895,50574
C3813A,09,00,Uttar Pradesh,Illiterate,59,424446,135254,289192,361053,113960,247093,63393,21294,42099
C3813A,09,00,Uttar Pradesh,Illiterate,60,1885928,794451,1091477,1609944,690255,919689,275984,104196,171788
C3813A,09,00,Uttar Pradesh,Illiterate,61,491626,197288,294338,419670,170177,249493,71956,27111,44845
C3813A,09,00,Uttar Pradesh,Illiterate,62,511095,167212,343883,459644,150202,309442,51451,17010,34441
C3813A,09,00,Uttar Pradesh,Illiterate,63,311240,67737,243503,282757,59548,223209,28483,8189,20294
C3813A,09,00,Uttar Pradesh,Illiterate,64,320368,111707,208661,277980,97349,180631,42388,14358,28030
C3813A,09,00,Uttar Pradesh,Illiterate,65,1366763,582349,784414,1189380,519265,670115,177383,63084,114299
C3813A,09,00,Uttar Pradesh,Illiterate,66,347298,137482,209816,301254,121209,180045,46044,16273,29771
C3813A,09,00,Uttar Pradesh,Illiterate,67,150910,40315,110595,135589,35785,99804,15321,4530,10791
C3813A,09,00,Uttar Pradesh,Illiterate,68,347401,72536,274865,317870,65085,252785,29531,7451,22080
C3813A,09,00,Uttar Pradesh,Illiterate,69,251864,92765,159099,219213,81522,137691,32651,11243,21408
C3813A,09,00,Uttar Pradesh,Illiterate,70,1272320,572654,699666,1116864,515133,601731,155456,57521,97935
C3813A,09,00,Uttar Pradesh,Illiterate,71,278957,120715,158242,241490,107117,134373,37467,13598,23869
C3813A,09,00,Uttar Pradesh,Illiterate,72,163238,58395,104843,145849,52504,93345,17389,5891,11498
C3813A,09,00,Uttar Pradesh,Illiterate,73,85167,21468,63699,76484,18813,57671,8683,2655,6028
C3813A,09,00,Uttar Pradesh,Illiterate,74,105846,39183,66663,91207,34218,56989,14639,4965,9674
C3813A,09,00,Uttar Pradesh,Illiterate,75,496116,210228,285888,434153,189179,244974,61963,21049,40914
C3813A,09,00,Uttar Pradesh,Illiterate,76,125076,49456,75620,107890,43801,64089,17186,5655,11531
C3813A,09,00,Uttar Pradesh,Illiterate,77,43583,12865,30718,38480,11220,27260,5103,1645,3458
C3813A,09,00,Uttar Pradesh,Illiterate,78,88596,21054,67542,80085,18697,61388,8511,2357,6154
C3813A,09,00,Uttar Pradesh,Illiterate,79,81099,30965,50134,70173,27135,43038,10926,3830,7096
C3813A,09,00,Uttar Pradesh,Illiterate,80,463872,200957,262915,408021,181432,226589,55851,19525,36326
C3813A,09,00,Uttar Pradesh,Illiterate,81,98978,41801,57177,85437,37200,48237,13541,4601,8940
C3813A,09,00,Uttar Pradesh,Illiterate,82,39142,14864,24278,34102,13062,21040,5040,1802,3238
C3813A,09,00,Uttar Pradesh,Illiterate,83,20603,6146,14457,17826,5204,12622,2777,942,1835
C3813A,09,00,Uttar Pradesh,Illiterate,84,28513,11201,17312,23934,9605,14329,4579,1596,2983
C3813A,09,00,Uttar Pradesh,Illiterate,85,129808,56095,73713,111755,49927,61828,18053,6168,11885
C3813A,09,00,Uttar Pradesh,Illiterate,86,34055,14178,19877,28495,12237,16258,5560,1941,3619
C3813A,09,00,Uttar Pradesh,Illiterate,87,11431,4064,7367,9624,3408,6216,1807,656,1151
C3813A,09,00,Uttar Pradesh,Illiterate,88,18066,5167,12899,15533,4310,11223,2533,857,1676
C3813A,09,00,Uttar Pradesh,Illiterate,89,20162,7613,12549,16872,6534,10338,3290,1079,2211
C3813A,09,00,Uttar Pradesh,Illiterate,90,106925,44710,62215,92570,39892,52678,14355,4818,9537
C3813A,09,00,Uttar Pradesh,Illiterate,91,25639,10266,15373,21538,8821,12717,4101,1445,2656
C3813A,09,00,Uttar Pradesh,Illiterate,92,9468,3463,6005,8016,2909,5107,1452,554,898
C3813A,09,00,Uttar Pradesh,Illiterate,93,5459,1691,3768,4610,1392,3218,849,299,550
C3813A,09,00,Uttar Pradesh,Illiterate,94,7555,2795,4760,6356,2378,3978,1199,417,782
C3813A,09,00,Uttar Pradesh,Illiterate,95,29038,12046,16992,24933,10684,14249,4105,1362,2743
C3813A,09,00,Uttar Pradesh,Illiterate,96,9326,3655,5671,7889,3149,4740,1437,506,931
C3813A,09,00,Uttar Pradesh,Illiterate,97,4297,1474,2823,3684,1270,2414,613,204,409
C3813A,09,00,Uttar Pradesh,Illiterate,98,9286,3008,6278,8130,2602,5528,1156,406,750
C3813A,09,00,Uttar Pradesh,Illiterate,99,7809,2949,4860,6749,2599,4150,1060,350,710
C3813A,09,00,Uttar Pradesh,Illiterate,+100,91236,36180,55056,72977,28547,44430,18259,7633,10626
C3813A,09,00,Uttar Pradesh,Illiterate,-1,636591,267961,368630,491776,202243,289533,144815,65718,79097
C3813A,10,00,Bihar,Literate,101,52504553,31608023,20896530,44812152,27241830,17570322,7692401,4366193,3326208
C3813A,10,00,Bihar,Literate,0,0,0,0,0,0,0,0,0,0
C3813A,10,00,Bihar,Literate,1,0,0,0,0,0,0,0,0,0
C3813A,10,00,Bihar,Literate,2,0,0,0,0,0,0,0,0,0
C3813A,10,00,Bihar,Literate,3,0,0,0,0,0,0,0,0,0
C3813A,10,00,Bihar,Literate,4,0,0,0,0,0,0,0,0,0
C3813A,10,00,Bihar,Literate,5,0,0,0,0,0,0,0,0,0
C3813A,10,00,Bihar,Literate,6,0,0,0,0,0,0,0,0,0
C3813A,10,00,Bihar,Literate,7,1731143,919746,811397,1547855,822454,725401,183288,97292,85996
C3813A,10,00,Bihar,Literate,8,2636973,1401129,1235844,2380187,1264461,1115726,256786,136668,120118
C3813A,10,00,Bihar,Literate,9,1977310,1050782,926528,1777260,944365,832895,200050,106417,93633
C3813A,10,00,Bihar,Literate,10,3110756,1679327,1431429,2804696,1514845,1289851,306060,164482,141578
C3813A,10,00,Bihar,Literate,11,2002371,1079436,922935,1785214,963734,821480,217157,115702,101455
C3813A,10,00,Bihar,Literate,12,2682205,1454013,1228192,2396231,1302633,1093598,285974,151380,134594
C3813A,10,00,Bihar,Literate,13,1864305,994576,869729,1646754,882087,764667,217551,112489,105062
C3813A,10,00,Bihar,Literate,14,1936874,1052800,884074,1695909,926810,769099,240965,125990,114975
C3813A,10,00,Bihar,Literate,15,1868333,1068422,799911,1632038,941226,690812,236295,127196,109099
C3813A,10,00,Bihar,Literate,16,1631525,943052,688473,1403709,820794,582915,227816,122258,105558
C3813A,10,00,Bihar,Literate,17,1123488,665161,458327,944313,566694,377619,179175,98467,80708
C3813A,10,00,Bihar,Literate,18,1700481,1052912,647569,1448579,910151,538428,251902,142761,109141
C3813A,10,00,Bihar,Literate,19,1014692,598481,416211,849881,507210,342671,164811,91271,73540
C3813A,10,00,Bihar,Literate,20,1568627,945522,623105,1330404,812515,517889,238223,133007,105216
C3813A,10,00,Bihar,Literate,21,911978,560349,351629,758755,474025,284730,153223,86324,66899
C3813A,10,00,Bihar,Literate,22,1202390,744144,458246,1010433,634920,375513,191957,109224,82733
C3813A,10,00,Bihar,Literate,23,804154,470455,333699,671266,395744,275522,132888,74711,58177
C3813A,10,00,Bihar,Literate,24,851791,510432,341359,705427,428317,277110,146364,82115,64249
C3813A,10,00,Bihar,Literate,25,1517833,945324,572509,1288415,820839,467576,229418,124485,104933
C3813A,10,00,Bihar,Literate,26,889351,543689,345662,738991,459169,279822,150360,84520,65840
C3813A,10,00,Bihar,Literate,27,609861,362548,247313,502164,301758,200406,107697,60790,46907
C3813A,10,00,Bihar,Literate,28,1011370,574261,437109,852049,486988,365061,159321,87273,72048
C3813A,10,00,Bihar,Literate,29,557868,331165,226703,461897,277660,184237,95971,53505,42466
C3813A,10,00,Bihar,Literate,30,1611293,1011285,600008,1366960,878186,488774,244333,133099,111234
C3813A,10,00,Bihar,Literate,31,572741,353238,219503,473007,297179,175828,99734,56059,43675
C3813A,10,00,Bihar,Literate,32,774764,462929,311835,646331,391046,255285,128433,71883,56550
C3813A,10,00,Bihar,Literate,33,471132,267505,203627,390259,222189,168070,80873,45316,35557
C3813A,10,00,Bihar,Literate,34,518404,316226,202178,424731,263185,161546,93673,53041,40632
C3813A,10,00,Bihar,Literate,35,1395532,938327,457205,1171636,809196,362440,223896,129131,94765
C3813A,10,00,Bihar,Literate,36,634368,409535,224833,525110,347204,177906,109258,62331,46927
C3813A,10,00,Bihar,Literate,37,362338,221130,141208,294596,182763,111833,67742,38367,29375
C3813A,10,00,Bihar,Literate,38,617288,361681,255607,512915,304391,208524,104373,57290,47083
C3813A,10,00,Bihar,Literate,39,376945,243087,133858,306026,201767,104259,70919,41320,29599
C3813A,10,00,Bihar,Literate,40,1218769,854354,364415,1016451,731536,284915,202318,122818,79500
C3813A,10,00,Bihar,Literate,41,396722,272977,123745,319083,225946,93137,77639,47031,30608
C3813A,10,00,Bihar,Literate,42,412224,266729,145495,332361,219414,112947,79863,47315,32548
C3813A,10,00,Bihar,Literate,43,236139,142472,93667,186056,113660,72396,50083,28812,21271
C3813A,10,00,Bihar,Literate,44,268479,175617,92862,211731,142261,69470,56748,33356,23392
C3813A,10,00,Bihar,Literate,45,889816,631845,257971,729661,534195,195466,160155,97650,62505
C3813A,10,00,Bihar,Literate,46,332619,228241,104378,264245,187045,77200,68374,41196,27178
C3813A,10,00,Bihar,Literate,47,184326,120138,64188,141196,94133,47063,43130,26005,17125
C3813A,10,00,Bihar,Literate,48,318080,204658,113422,253552,166029,87523,64528,38629,25899
C3813A,10,00,Bihar,Literate,49,204416,142619,61797,159406,114404,45002,45010,28215,16795
C3813A,10,00,Bihar,Literate,50,735431,544171,191260,604889,461894,142995,130542,82277,48265
C3813A,10,00,Bihar,Literate,51,225507,165223,60284,177412,134207,43205,48095,31016,17079
C3813A,10,00,Bihar,Literate,52,189592,130152,59440,147140,103411,43729,42452,26741,15711
C3813A,10,00,Bihar,Literate,53,121776,79112,42664,91496,60422,31074,30280,18690,11590
C3813A,10,00,Bihar,Literate,54,153568,103559,50009,116564,80710,35854,37004,22849,14155
C3813A,10,00,Bihar,Literate,55,508078,361539,146539,413686,303811,109875,94392,57728,36664
C3813A,10,00,Bihar,Literate,56,196836,139555,57281,153849,112349,41500,42987,27206,15781
C3813A,10,00,Bihar,Literate,57,106859,74118,32741,79632,56170,23462,27227,17948,9279
C3813A,10,00,Bihar,Literate,58,165029,107818,57211,129400,85359,44041,35629,22459,13170
C3813A,10,00,Bihar,Literate,59,133170,96370,36800,104383,77247,27136,28787,19123,9664
C3813A,10,00,Bihar,Literate,60,539557,404698,134859,451236,348331,102905,88321,56367,31954
C3813A,10,00,Bihar,Literate,61,180920,135761,45159,145924,112610,33314,34996,23151,11845
C3813A,10,00,Bihar,Literate,62,169226,124174,45052,137299,102917,34382,31927,21257,10670
C3813A,10,00,Bihar,Literate,63,97660,68703,28957,76674,54790,21884,20986,13913,7073
C3813A,10,00,Bihar,Literate,64,108276,79545,28731,86576,65209,21367,21700,14336,7364
C3813A,10,00,Bihar,Literate,65,392567,304774,87793,331337,264659,66678,61230,40115,21115
C3813A,10,00,Bihar,Literate,66,135866,104836,31030,111702,88556,23146,24164,16280,7884
C3813A,10,00,Bihar,Literate,67,62975,48065,14910,49619,38768,10851,13356,9297,4059
C3813A,10,00,Bihar,Literate,68,86376,62954,23422,69072,51290,17782,17304,11664,5640
C3813A,10,00,Bihar,Literate,69,67708,52679,15029,53936,42899,11037,13772,9780,3992
C3813A,10,00,Bihar,Literate,70,277142,225225,51917,234156,194847,39309,42986,30378,12608
C3813A,10,00,Bihar,Literate,71,77566,62629,14937,62709,51928,10781,14857,10701,4156
C3813A,10,00,Bihar,Literate,72,51100,40822,10278,40184,32850,7334,10916,7972,2944
C3813A,10,00,Bihar,Literate,73,27205,21127,6078,20554,16197,4357,6651,4930,1721
C3813A,10,00,Bihar,Literate,74,30982,24228,6754,23625,18957,4668,7357,5271,2086
C3813A,10,00,Bihar,Literate,75,103296,82350,20946,85788,70512,15276,17508,11838,5670
C3813A,10,00,Bihar,Literate,76,37979,30289,7690,29986,24685,5301,7993,5604,2389
C3813A,10,00,Bihar,Literate,77,17378,13884,3494,13057,10681,2376,4321,3203,1118
C3813A,10,00,Bihar,Literate,78,19731,14995,4736,15152,11743,3409,4579,3252,1327
C3813A,10,00,Bihar,Literate,79,16182,12625,3557,12631,10130,2501,3551,2495,1056
C3813A,10,00,Bihar,Literate,80,69010,55176,13834,57671,47474,10197,11339,7702,3637
C3813A,10,00,Bihar,Literate,81,19703,15431,4272,15882,12823,3059,3821,2608,1213
C3813A,10,00,Bihar,Literate,82,12302,9164,3138,9633,7313,2320,2669,1851,818
C3813A,10,00,Bihar,Literate,83,7023,5048,1975,5435,3978,1457,1588,1070,518
C3813A,10,00,Bihar,Literate,84,8429,6226,2203,6622,5003,1619,1807,1223,584
C3813A,10,00,Bihar,Literate,85,26125,20187,5938,21282,16936,4346,4843,3251,1592
C3813A,10,00,Bihar,Literate,86,9443,7137,2306,7466,5833,1633,1977,1304,673
C3813A,10,00,Bihar,Literate,87,4445,3252,1193,3399,2537,862,1046,715,331
C3813A,10,00,Bihar,Literate,88,6072,4148,1924,4848,3374,1474,1224,774,450
C3813A,10,00,Bihar,Literate,89,4584,3295,1289,3743,2746,997,841,549,292
C3813A,10,00,Bihar,Literate,90,16953,12833,4120,14114,11027,3087,2839,1806,1033
C3813A,10,00,Bihar,Literate,91,6712,4672,2040,5604,4004,1600,1108,668,440
C3813A,10,00,Bihar,Literate,92,6187,3855,2332,5310,3317,1993,877,538,339
C3813A,10,00,Bihar,Literate,93,3723,2266,1457,3092,1877,1215,631,389,242
C3813A,10,00,Bihar,Literate,94,4284,2684,1600,3637,2308,1329,647,376,271
C3813A,10,00,Bihar,Literate,95,9144,6538,2606,7858,5735,2123,1286,803,483
C3813A,10,00,Bihar,Literate,96,4510,3087,1423,3776,2655,1121,734,432,302
C3813A,10,00,Bihar,Literate,97,2691,1672,1019,2233,1429,804,458,243,215
C3813A,10,00,Bihar,Literate,98,3982,2556,1426,3384,2185,1199,598,371,227
C3813A,10,00,Bihar,Literate,99,1821,1242,579,1534,1052,482,287,190,97
C3813A,10,00,Bihar,Literate,+100,15076,9758,5318,12505,8300,4205,2571,1458,1113
C3813A,10,00,Bihar,Literate,-1,224722,139497,85225,185716,116657,69059,39006,22840,16166
C3813A,10,00,Bihar,Illiterate,101,51594899,22670134,28924765,47529284,20832020,26697264,4065615,1838114,2227501
C3813A,10,00,Bihar,Illiterate,0,2014957,1057050,957907,1838075,963569,874506,176882,93481,83401
C3813A,10,00,Bihar,Illiterate,1,2330590,1213637,1116953,2114748,1099739,1015009,215842,113898,101944
C3813A,10,00,Bihar,Illiterate,2,2801985,1434919,1367066,2550905,1304639,1246266,251080,130280,120800
C3813A,10,00,Bihar,Illiterate,3,2835798,1441206,1394592,2571849,1305780,1266069,263949,135426,128523
C3813A,10,00,Bihar,Illiterate,4,2781699,1430059,1351640,2524711,1296098,1228613,256988,133961,123027
C3813A,10,00,Bihar,Illiterate,5,3072103,1605376,1466727,2784809,1452900,1331909,287294,152476,134818
C3813A,10,00,Bihar,Illiterate,6,3296832,1704992,1591840,2998604,1548946,1449658,298228,156046,142182
C3813A,10,00,Bihar,Illiterate,7,1005031,491296,513735,924413,451002,473411,80618,40294,40324
C3813A,10,00,Bihar,Illiterate,8,835225,397464,437761,772517,366289,406228,62708,31175,31533
C3813A,10,00,Bihar,Illiterate,9,481660,225574,256086,445156,207546,237610,36504,18028,18476
C3813A,10,00,Bihar,Illiterate,10,737912,348151,389761,681356,319494,361862,56556,28657,27899
C3813A,10,00,Bihar,Illiterate,11,383282,176833,206449,353757,162211,191546,29525,14622,14903
C3813A,10,00,Bihar,Illiterate,12,506062,229297,276765,467420,209888,257532,38642,19409,19233
C3813A,10,00,Bihar,Illiterate,13,320722,140611,180111,296258,128601,167657,24464,12010,12454
C3813A,10,00,Bihar,Illiterate,14,375393,168787,206606,345352,153672,191680,30041,15115,14926
C3813A,10,00,Bihar,Illiterate,15,457692,220928,236764,422617,202424,220193,35075,18504,16571
C3813A,10,00,Bihar,Illiterate,16,415426,200069,215357,381783,182260,199523,33643,17809,15834
C3813A,10,00,Bihar,Illiterate,17,285413,133321,152092,261042,120644,140398,24371,12677,11694
C3813A,10,00,Bihar,Illiterate,18,593531,267942,325589,545739,243472,302267,47792,24470,23322
C3813A,10,00,Bihar,Illiterate,19,382114,140293,241821,354028,127623,226405,28086,12670,15416
C3813A,10,00,Bihar,Illiterate,20,781106,293824,487282,721228,267871,453357,59878,25953,33925
C3813A,10,00,Bihar,Illiterate,21,409526,151996,257530,381215,139643,241572,28311,12353,15958
C3813A,10,00,Bihar,Illiterate,22,620367,232200,388167,576326,213029,363297,44041,19171,24870
C3813A,10,00,Bihar,Illiterate,23,439390,138173,301217,412874,127749,285125,26516,10424,16092
C3813A,10,00,Bihar,Illiterate,24,475406,163490,311916,443125,150716,292409,32281,12774,19507
C3813A,10,00,Bihar,Illiterate,25,1024040,408387,615653,947225,377945,569280,76815,30442,46373
C3813A,10,00,Bihar,Illiterate,26,544163,196667,347496,507356,182134,325222,36807,14533,22274
C3813A,10,00,Bihar,Illiterate,27,374007,117866,256141,351317,109436,241881,22690,8430,14260
C3813A,10,00,Bihar,Illiterate,28,747835,217624,530211,703012,202263,500749,44823,15361,29462
C3813A,10,00,Bihar,Illiterate,29,395377,131156,264221,370262,121970,248292,25115,9186,15929
C3813A,10,00,Bihar,Illiterate,30,1329257,530531,798726,1231096,491965,739131,98161,38566,59595
C3813A,10,00,Bihar,Illiterate,31,417756,153068,264688,390544,142684,247860,27212,10384,16828
C3813A,10,00,Bihar,Illiterate,32,600321,187287,413034,564460,174701,389759,35861,12586,23275
C3813A,10,00,Bihar,Illiterate,33,366384,96451,269933,347194,90296,256898,19190,6155,13035
C3813A,10,00,Bihar,Illiterate,34,393685,132076,261609,368462,122975,245487,25223,9101,16122
C3813A,10,00,Bihar,Illiterate,35,1277531,548709,728822,1178579,509126,669453,98952,39583,59369
C3813A,10,00,Bihar,Illiterate,36,535856,204441,331415,499869,190962,308907,35987,13479,22508
C3813A,10,00,Bihar,Illiterate,37,296552,88258,208294,279402,82820,196582,17150,5438,11712
C3813A,10,00,Bihar,Illiterate,38,617825,168692,449133,582882,158278,424604,34943,10414,24529
C3813A,10,00,Bihar,Illiterate,39,343026,124301,218725,320236,115858,204378,22790,8443,14347
C3813A,10,00,Bihar,Illiterate,40,1325706,596638,729068,1222585,553895,668690,103121,42743,60378
C3813A,10,00,Bihar,Illiterate,41,374431,157054,217377,347535,146197,201338,26896,10857,16039
C3813A,10,00,Bihar,Illiterate,42,414551,133236,281315,388809,124457,264352,25742,8779,16963
C3813A,10,00,Bihar,Illiterate,43,245653,62326,183327,232030,58297,173733,13623,4029,9594
C3813A,10,00,Bihar,Illiterate,44,273018,95406,177612,254227,88913,165314,18791,6493,12298
C3813A,10,00,Bihar,Illiterate,45,1121488,477168,644320,1032852,443882,588970,88636,33286,55350
C3813A,10,00,Bihar,Illiterate,46,372955,143730,229225,346244,134078,212166,26711,9652,17059
C3813A,10,00,Bihar,Illiterate,47,195927,56798,139129,184384,53283,131101,11543,3515,8028
C3813A,10,00,Bihar,Illiterate,48,410098,112311,297787,386099,105361,280738,23999,6950,17049
C3813A,10,00,Bihar,Illiterate,49,240649,92486,148163,223894,86389,137505,16755,6097,10658
C3813A,10,00,Bihar,Illiterate,50,1061603,496107,565496,978071,462757,515314,83532,33350,50182
C3813A,10,00,Bihar,Illiterate,51,277263,123509,153754,257052,115634,141418,20211,7875,12336
C3813A,10,00,Bihar,Illiterate,52,223357,72547,150810,209342,68081,141261,14015,4466,9549
C3813A,10,00,Bihar,Illiterate,53,139508,35292,104216,131556,33124,98432,7952,2168,5784
C3813A,10,00,Bihar,Illiterate,54,185135,58753,126382,172172,54997,117175,12963,3756,9207
C3813A,10,00,Bihar,Illiterate,55,829993,302746,527247,766428,283521,482907,63565,19225,44340
C3813A,10,00,Bihar,Illiterate,56,264232,90543,173689,245702,85075,160627,18530,5468,13062
C3813A,10,00,Bihar,Illiterate,57,127690,31213,96477,120222,29276,90946,7468,1937,5531
C3813A,10,00,Bihar,Illiterate,58,262659,55343,207316,248607,52116,196491,14052,3227,10825
C3813A,10,00,Bihar,Illiterate,59,202132,71111,131021,188420,66593,121827,13712,4518,9194
C3813A,10,00,Bihar,Illiterate,60,1092694,457542,635152,1010872,428660,582212,81822,28882,52940
C3813A,10,00,Bihar,Illiterate,61,288193,116706,171487,268141,109792,158349,20052,6914,13138
C3813A,10,00,Bihar,Illiterate,62,245066,81453,163613,231354,77284,154070,13712,4169,9543
C3813A,10,00,Bihar,Illiterate,63,129681,34192,95489,122650,32229,90421,7031,1963,5068
C3813A,10,00,Bihar,Illiterate,64,156735,57151,99584,146711,53892,92819,10024,3259,6765
C3813A,10,00,Bihar,Illiterate,65,797127,329563,467564,741553,310768,430785,55574,18795,36779
C3813A,10,00,Bihar,Illiterate,66,219111,89315,129796,204821,84296,120525,14290,5019,9271
C3813A,10,00,Bihar,Illiterate,67,77335,26509,50826,72949,25099,47850,4386,1410,2976
C3813A,10,00,Bihar,Illiterate,68,140417,39783,100634,132732,37651,95081,7685,2132,5553
C3813A,10,00,Bihar,Illiterate,69,110297,45240,65057,102919,42584,60335,7378,2656,4722
C3813A,10,00,Bihar,Illiterate,70,627476,291207,336269,582298,274216,308082,45178,16991,28187
C3813A,10,00,Bihar,Illiterate,71,143867,65035,78832,133817,61343,72474,10050,3692,6358
C3813A,10,00,Bihar,Illiterate,72,70152,27405,42747,65521,25764,39757,4631,1641,2990
C3813A,10,00,Bihar,Illiterate,73,32213,10383,21830,30216,9729,20487,1997,654,1343
C3813A,10,00,Bihar,Illiterate,74,41828,16322,25506,38748,15320,23428,3080,1002,2078
C3813A,10,00,Bihar,Illiterate,75,218187,92170,126017,202373,86990,115383,15814,5180,10634
C3813A,10,00,Bihar,Illiterate,76,59889,24550,35339,55463,23017,32446,4426,1533,2893
C3813A,10,00,Bihar,Illiterate,77,19370,6945,12425,18043,6492,11551,1327,453,874
C3813A,10,00,Bihar,Illiterate,78,29169,8510,20659,27306,7981,19325,1863,529,1334
C3813A,10,00,Bihar,Illiterate,79,29298,11655,17643,27095,10930,16165,2203,725,1478
C3813A,10,00,Bihar,Illiterate,80,179893,77696,102197,166273,73220,93053,13620,4476,9144
C3813A,10,00,Bihar,Illiterate,81,41358,17570,23788,38301,16579,21722,3057,991,2066
C3813A,10,00,Bihar,Illiterate,82,14630,5534,9096,13469,5163,8306,1161,371,790
C3813A,10,00,Bihar,Illiterate,83,6807,2262,4545,6291,2089,4202,516,173,343
C3813A,10,00,Bihar,Illiterate,84,9899,3890,6009,9039,3604,5435,860,286,574
C3813A,10,00,Bihar,Illiterate,85,48298,19624,28674,44203,18366,25837,4095,1258,2837
C3813A,10,00,Bihar,Illiterate,86,13471,5439,8032,12343,5061,7282,1128,378,750
C3813A,10,00,Bihar,Illiterate,87,4199,1539,2660,3847,1424,2423,352,115,237
C3813A,10,00,Bihar,Illiterate,88,6067,2024,4043,5599,1874,3725,468,150,318
C3813A,10,00,Bihar,Illiterate,89,6804,2613,4191,6241,2420,3821,563,193,370
C3813A,10,00,Bihar,Illiterate,90,37630,15269,22361,34430,14261,20169,3200,1008,2192
C3813A,10,00,Bihar,Illiterate,91,9239,3655,5584,8448,3432,5016,791,223,568
C3813A,10,00,Bihar,Illiterate,92,4368,1581,2787,4046,1475,2571,322,106,216
C3813A,10,00,Bihar,Illiterate,93,2406,777,1629,2237,718,1519,169,59,110
C3813A,10,00,Bihar,Illiterate,94,3266,1261,2005,3025,1173,1852,241,88,153
C3813A,10,00,Bihar,Illiterate,95,12420,5152,7268,11416,4823,6593,1004,329,675
C3813A,10,00,Bihar,Illiterate,96,4261,1752,2509,3938,1630,2308,323,122,201
C3813A,10,00,Bihar,Illiterate,97,1897,637,1260,1783,607,1176,114,30,84
C3813A,10,00,Bihar,Illiterate,98,3846,1265,2581,3582,1167,2415,264,98,166
C3813A,10,00,Bihar,Illiterate,99,2803,1095,1708,2606,1018,1588,197,77,120
C3813A,10,00,Bihar,Illiterate,+100,23567,9732,13835,21242,8845,12397,2325,887,1438
C3813A,10,00,Bihar,Illiterate,-1,178780,80812,97968,163309,73890,89419,15471,6922,8549
C3813A,11,00,Sikkim,Literate,101,444952,251269,193683,321930,184245,137685,123022,67024,55998
C3813A,11,00,Sikkim,Literate,0,0,0,0,0,0,0,0,0,0
C3813A,11,00,Sikkim,Literate,1,0,0,0,0,0,0,0,0,0
C3813A,11,00,Sikkim,Literate,2,0,0,0,0,0,0,0,0,0
C3813A,11,00,Sikkim,Literate,3,0,0,0,0,0,0,0,0,0
C3813A,11,00,Sikkim,Literate,4,0,0,0,0,0,0,0,0,0
C3813A,11,00,Sikkim,Literate,5,0,0,0,0,0,0,0,0,0
C3813A,11,00,Sikkim,Literate,6,0,0,0,0,0,0,0,0,0
C3813A,11,00,Sikkim,Literate,7,9164,4647,4517,7109,3597,3512,2055,1050,1005
C3813A,11,00,Sikkim,Literate,8,9875,4926,4949,7586,3771,3815,2289,1155,1134
C3813A,11,00,Sikkim,Literate,9,10975,5532,5443,8597,4356,4241,2378,1176,1202
C3813A,11,00,Sikkim,Literate,10,12434,6378,6056,9763,4998,4765,2671,1380,1291
C3813A,11,00,Sikkim,Literate,11,12502,6337,6165,9747,4946,4801,2755,1391,1364
C3813A,11,00,Sikkim,Literate,12,12926,6610,6316,10068,5207,4861,2858,1403,1455
C3813A,11,00,Sikkim,Literate,13,12842,6488,6354,10007,5068,4939,2835,1420,1415
C3813A,11,00,Sikkim,Literate,14,13006,6552,6454,10123,5070,5053,2883,1482,1401
C3813A,11,00,Sikkim,Literate,15,12698,6423,6275,9756,4974,4782,2942,1449,1493
C3813A,11,00,Sikkim,Literate,16,12819,6385,6434,9795,4891,4904,3024,1494,1530
C3813A,11,00,Sikkim,Literate,17,12534,6494,6040,9518,4936,4582,3016,1558,1458
C3813A,11,00,Sikkim,Literate,18,13463,6954,6509,10182,5282,4900,3281,1672,1609
C3813A,11,00,Sikkim,Literate,19,12127,6183,5944,9101,4622,4479,3026,1561,1465
C3813A,11,00,Sikkim,Literate,20,12975,6699,6276,9791,5123,4668,3184,1576,1608
C3813A,11,00,Sikkim,Literate,21,12563,6607,5956,9366,4978,4388,3197,1629,1568
C3813A,11,00,Sikkim,Literate,22,12876,6801,6075,9463,5055,4408,3413,1746,1667
C3813A,11,00,Sikkim,Literate,23,11721,6289,5432,8438,4607,3831,3283,1682,1601
C3813A,11,00,Sikkim,Literate,24,12679,6840,5839,9239,5031,4208,3440,1809,1631
C3813A,11,00,Sikkim,Literate,25,13066,7148,5918,9318,5197,4121,3748,1951,1797
C3813A,11,00,Sikkim,Literate,26,12439,6775,5664,8849,4938,3911,3590,1837,1753
C3813A,11,00,Sikkim,Literate,27,11164,6229,4935,7999,4566,3433,3165,1663,1502
C3813A,11,00,Sikkim,Literate,28,11741,6493,5248,8199,4601,3598,3542,1892,1650
